   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   10.5469      0.505980       1.01201      0.505980       1.01201       0.00000       0.00000       1.51799      0.505980      0.506007      0.505999       0.00000       0.00000       0.00000    
  0.109648E-03   10.5814      0.504509       1.00907      0.504509       1.00907       0.00000       0.00000       1.51358      0.504509      0.504540      0.504531       0.00000       0.00000       0.00000    
  0.120226E-03   10.5894      0.503617       1.00729      0.503617       1.00729       0.00000       0.00000       1.51091      0.503617      0.503651      0.503641       0.00000       0.00000       0.00000    
  0.131825E-03   10.5864      0.502948       1.00596      0.502948       1.00596       0.00000       0.00000       1.50891      0.502948      0.502986      0.502974       0.00000       0.00000       0.00000    
  0.144543E-03   10.5674      0.502598       1.00527      0.502598       1.00527       0.00000       0.00000       1.50786      0.502598      0.502640      0.502627       0.00000       0.00000       0.00000    
  0.158489E-03   10.5262      0.502655       1.00539      0.502655       1.00539       0.00000       0.00000       1.50804      0.502655      0.502701      0.502686       0.00000       0.00000       0.00000    
  0.173779E-03   10.4739      0.502903       1.00589      0.502903       1.00589       0.00000       0.00000       1.50879      0.502903      0.502954      0.502938       0.00000       0.00000       0.00000    
  0.190545E-03   10.4001      0.503507       1.00711      0.503507       1.00711       0.00000       0.00000       1.51062      0.503507      0.503563      0.503545       0.00000       0.00000       0.00000    
  0.208928E-03   10.3089      0.504365       1.00883      0.504365       1.00883       0.00000       0.00000       1.51320      0.504365      0.504427      0.504407       0.00000       0.00000       0.00000    
  0.229085E-03   10.2066      0.505386       1.01089      0.505386       1.01089       0.00000       0.00000       1.51627      0.505386      0.505455      0.505433       0.00000       0.00000       0.00000    
  0.251186E-03   10.0771      0.506760       1.01365      0.506760       1.01365       0.00000       0.00000       1.52041      0.506760      0.506837      0.506812       0.00000       0.00000       0.00000    
  0.275420E-03   9.93577      0.508268       1.01668      0.508268       1.01668       0.00000       0.00000       1.52495      0.508268      0.508353      0.508325       0.00000       0.00000       0.00000    
  0.301992E-03   9.77849      0.509955       1.02007      0.509955       1.02007       0.00000       0.00000       1.53002      0.509955      0.510048      0.510017       0.00000       0.00000       0.00000    
  0.331127E-03   9.59832      0.511859       1.02389      0.511859       1.02389       0.00000       0.00000       1.53575      0.511859      0.511963      0.511928       0.00000       0.00000       0.00000    
  0.363073E-03   9.40710      0.513857       1.02790      0.513857       1.02790       0.00000       0.00000       1.54176      0.513857      0.513972      0.513932       0.00000       0.00000       0.00000    
  0.398101E-03   9.19495      0.516017       1.03224      0.516017       1.03224       0.00000       0.00000       1.54826      0.516017      0.516144      0.516100       0.00000       0.00000       0.00000    
  0.436509E-03   8.96574      0.518279       1.03679      0.518279       1.03679       0.00000       0.00000       1.55507      0.518279      0.518419      0.518371       0.00000       0.00000       0.00000    
  0.478622E-03   8.72575      0.520604       1.04146      0.520604       1.04146       0.00000       0.00000       1.56207      0.520604      0.520758      0.520704       0.00000       0.00000       0.00000    
  0.524798E-03   8.46058      0.523033       1.04635      0.523033       1.04635       0.00000       0.00000       1.56938      0.523033      0.523203      0.523143       0.00000       0.00000       0.00000    
  0.575429E-03   8.18419      0.525487       1.05128      0.525487       1.05128       0.00000       0.00000       1.57677      0.525487      0.525674      0.525607       0.00000       0.00000       0.00000    
  0.630945E-03   7.89362      0.527973       1.05628      0.527973       1.05628       0.00000       0.00000       1.58426      0.527973      0.528179      0.528105       0.00000       0.00000       0.00000    
  0.691816E-03   7.58241      0.530465       1.06130      0.530465       1.06130       0.00000       0.00000       1.59177      0.530465      0.530692      0.530610       0.00000       0.00000       0.00000    
  0.758561E-03   7.26165      0.532948       1.06630      0.532948       1.06630       0.00000       0.00000       1.59925      0.532948      0.533198      0.533106       0.00000       0.00000       0.00000    
  0.831745E-03   6.92340      0.535400       1.07125      0.535400       1.07125       0.00000       0.00000       1.60665      0.535400      0.535674      0.535572       0.00000       0.00000       0.00000    
  0.911989E-03   6.57090      0.537795       1.07608      0.537795       1.07608       0.00000       0.00000       1.61387      0.537795      0.538095      0.537983       0.00000       0.00000       0.00000    
  0.999975E-03   6.20968      0.540152       1.08084      0.540152       1.08084       0.00000       0.00000       1.62099      0.540152      0.540480      0.540356       0.00000       0.00000       0.00000    
  0.109645E-02   5.82926      0.542385       1.08535      0.542385       1.08535       0.00000       0.00000       1.62774      0.542385      0.542745      0.542607       0.00000       0.00000       0.00000    
  0.120223E-02   5.44038      0.544541       1.08971      0.544541       1.08971       0.00000       0.00000       1.63425      0.544541      0.544933      0.544781       0.00000       0.00000       0.00000    
