   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -1353.58       30.7104       55.2882       30.7104       55.2882       0.00000       0.00000       85.9987       30.7104       30.7120       24.5763       0.00000       0.00000       0.00000    
  0.109648E-03  -1255.62       28.9400       52.0394       28.9400       52.0394       0.00000       0.00000       80.9793       28.9400       28.9415       23.0978       0.00000       0.00000       0.00000    
  0.120226E-03  -1168.40       27.3320       49.0941       27.3320       49.0941       0.00000       0.00000       76.4261       27.3320       27.3336       21.7605       0.00000       0.00000       0.00000    
  0.131825E-03  -1085.15       25.7849       46.2624       25.7849       46.2624       0.00000       0.00000       72.0473       25.7849       25.7866       20.4758       0.00000       0.00000       0.00000    
  0.144543E-03  -1007.56       24.3250       43.5933       24.3250       43.5933       0.00000       0.00000       67.9184       24.3250       24.3268       19.2665       0.00000       0.00000       0.00000    
  0.158489E-03  -936.958       22.9741       41.1272       22.9741       41.1272       0.00000       0.00000       64.1013       22.9741       22.9760       18.1512       0.00000       0.00000       0.00000    
  0.173779E-03  -869.600       21.6744       38.7563       21.6744       38.7563       0.00000       0.00000       60.4307       21.6744       21.6764       17.0799       0.00000       0.00000       0.00000    
  0.190545E-03  -808.204       20.4695       36.5615       20.4695       36.5615       0.00000       0.00000       57.0310       20.4695       20.4716       16.0899       0.00000       0.00000       0.00000    
  0.208928E-03  -751.012       19.3326       34.4928       19.3326       34.4928       0.00000       0.00000       53.8254       19.3326       19.3347       15.1581       0.00000       0.00000       0.00000    
  0.229085E-03  -696.532       18.2395       32.5056       18.2395       32.5056       0.00000       0.00000       50.7451       18.2395       18.2418       14.2638       0.00000       0.00000       0.00000    
  0.251186E-03  -647.936       17.2434       30.6977       17.2434       30.6977       0.00000       0.00000       47.9411       17.2434       17.2457       13.4520       0.00000       0.00000       0.00000    
  0.275420E-03  -601.624       16.2855       28.9607       16.2855       28.9607       0.00000       0.00000       45.2463       16.2855       16.2880       12.6727       0.00000       0.00000       0.00000    
  0.301992E-03  -558.384       15.3792       27.3189       15.3792       27.3189       0.00000       0.00000       42.6981       15.3792       15.3818       11.9371       0.00000       0.00000       0.00000    
  0.331127E-03  -519.096       14.5404       25.8017       14.5404       25.8017       0.00000       0.00000       40.3421       14.5404       14.5431       11.2586       0.00000       0.00000       0.00000    
  0.363073E-03  -481.606       13.7326       24.3417       13.7326       24.3417       0.00000       0.00000       38.0743       13.7326       13.7354       10.6063       0.00000       0.00000       0.00000    
  0.398101E-03  -447.365       12.9814       22.9859       12.9814       22.9859       0.00000       0.00000       35.9673       12.9814       12.9843       10.0015       0.00000       0.00000       0.00000    
  0.436509E-03  -415.520       12.2728       21.7083       12.2728       21.7083       0.00000       0.00000       33.9810       12.2728       12.2758       9.43246       0.00000       0.00000       0.00000    
  0.478622E-03  -385.176       11.5908       20.4798       11.5908       20.4798       0.00000       0.00000       32.0706       11.5908       11.5940       8.88578       0.00000       0.00000       0.00000    
  0.524798E-03  -358.052       10.9672       19.3583       10.9672       19.3583       0.00000       0.00000       30.3255       10.9672       10.9705       8.38779       0.00000       0.00000       0.00000    
  0.575429E-03  -332.244       10.3679       18.2814       10.3679       18.2814       0.00000       0.00000       28.6493       10.3679       10.3714       7.91004       0.00000       0.00000       0.00000    
  0.630945E-03  -308.098       9.79934       17.2608       9.79934       17.2608       0.00000       0.00000       27.0602       9.79934       9.80299       7.45784       0.00000       0.00000       0.00000    
  0.691816E-03  -286.191       9.27304       16.3175       9.27304       16.3175       0.00000       0.00000       25.5905       9.27304       9.27684       7.04064       0.00000       0.00000       0.00000    
  0.758561E-03  -265.278       8.76574       15.4089       8.76574       15.4089       0.00000       0.00000       24.1746       8.76574       8.76972       6.63915       0.00000       0.00000       0.00000    
  0.831745E-03  -246.136       8.29260       14.5626       8.29260       14.5626       0.00000       0.00000       22.8552       8.29260       8.29676       6.26583       0.00000       0.00000       0.00000    
  0.911989E-03  -228.358       7.84633       13.7653       7.84633       13.7653       0.00000       0.00000       21.6116       7.84633       7.85068       5.91460       0.00000       0.00000       0.00000    
