   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -.374109E-01  0.708370E-01  0.124118      0.708370E-01  0.124118       0.00000       0.00000      0.194955      0.708370E-01  0.708525E-01  0.532659E-01   0.00000       0.00000       0.00000    
  0.109648E-03  -.547392E-01  0.722783E-01  0.126631      0.722783E-01  0.126631       0.00000       0.00000      0.198909      0.722783E-01  0.722953E-01  0.543357E-01   0.00000       0.00000       0.00000    
  0.120226E-03  -.725658E-01  0.737531E-01  0.129198      0.737531E-01  0.129198       0.00000       0.00000      0.202951      0.737531E-01  0.737717E-01  0.554263E-01   0.00000       0.00000       0.00000    
  0.131825E-03  -.905897E-01  0.752418E-01  0.131788      0.752418E-01  0.131788       0.00000       0.00000      0.207030      0.752418E-01  0.752622E-01  0.565256E-01   0.00000       0.00000       0.00000    
  0.144543E-03  -.108896      0.767507E-01  0.134410      0.767507E-01  0.134410       0.00000       0.00000      0.211161      0.767507E-01  0.767729E-01  0.576372E-01   0.00000       0.00000       0.00000    
  0.158489E-03  -.127573      0.782877E-01  0.137078      0.782877E-01  0.137078       0.00000       0.00000      0.215366      0.782877E-01  0.783120E-01  0.587661E-01   0.00000       0.00000       0.00000    
  0.173779E-03  -.146427      0.798387E-01  0.139769      0.798387E-01  0.139769       0.00000       0.00000      0.219607      0.798387E-01  0.798652E-01  0.599034E-01   0.00000       0.00000       0.00000    
  0.190545E-03  -.165615      0.814173E-01  0.142504      0.814173E-01  0.142504       0.00000       0.00000      0.223921      0.814173E-01  0.814462E-01  0.610574E-01   0.00000       0.00000       0.00000    
  0.208928E-03  -.185050      0.830180E-01  0.145274      0.830180E-01  0.145274       0.00000       0.00000      0.228292      0.830180E-01  0.830496E-01  0.622245E-01   0.00000       0.00000       0.00000    
  0.229085E-03  -.204643      0.846330E-01  0.148068      0.846330E-01  0.148068       0.00000       0.00000      0.232701      0.846330E-01  0.846674E-01  0.634002E-01   0.00000       0.00000       0.00000    
  0.251186E-03  -.224591      0.862835E-01  0.150918      0.862835E-01  0.150918       0.00000       0.00000      0.237201      0.862835E-01  0.863210E-01  0.645967E-01   0.00000       0.00000       0.00000    
  0.275420E-03  -.244679      0.879496E-01  0.153793      0.879496E-01  0.153793       0.00000       0.00000      0.241742      0.879496E-01  0.879905E-01  0.658024E-01   0.00000       0.00000       0.00000    
  0.301992E-03  -.264954      0.896368E-01  0.156702      0.896368E-01  0.156702       0.00000       0.00000      0.246338      0.896368E-01  0.896813E-01  0.670203E-01   0.00000       0.00000       0.00000    
  0.331127E-03  -.285468      0.913550E-01  0.159660      0.913550E-01  0.159660       0.00000       0.00000      0.251015      0.913550E-01  0.914035E-01  0.682561E-01   0.00000       0.00000       0.00000    
  0.363073E-03  -.306088      0.930885E-01  0.162642      0.930885E-01  0.162642       0.00000       0.00000      0.255730      0.930885E-01  0.931412E-01  0.695005E-01   0.00000       0.00000       0.00000    
  0.398101E-03  -.326896      0.948511E-01  0.165670      0.948511E-01  0.165670       0.00000       0.00000      0.260521      0.948511E-01  0.949084E-01  0.707615E-01   0.00000       0.00000       0.00000    
  0.436509E-03  -.347831      0.966384E-01  0.168737      0.966384E-01  0.168737       0.00000       0.00000      0.265375      0.966384E-01  0.967007E-01  0.720364E-01   0.00000       0.00000       0.00000    
  0.478622E-03  -.368844      0.984413E-01  0.171829      0.984413E-01  0.171829       0.00000       0.00000      0.270270      0.984413E-01  0.985088E-01  0.733200E-01   0.00000       0.00000       0.00000    
  0.524798E-03  -.390002      0.100282      0.174980      0.100282      0.174980       0.00000       0.00000      0.275262      0.100282      0.100355      0.746247E-01   0.00000       0.00000       0.00000    
  0.575429E-03  -.411204      0.102141      0.178159      0.102141      0.178159       0.00000       0.00000      0.280300      0.102141      0.102220      0.759392E-01   0.00000       0.00000       0.00000    
  0.630945E-03  -.432460      0.104022      0.181374      0.104022      0.181374       0.00000       0.00000      0.285395      0.104022      0.104108      0.772659E-01   0.00000       0.00000       0.00000    
  0.691816E-03  -.453752      0.105937      0.184642      0.105937      0.184642       0.00000       0.00000      0.290579      0.105937      0.106031      0.786115E-01   0.00000       0.00000       0.00000    
  0.758561E-03  -.475047      0.107870      0.187937      0.107870      0.187937       0.00000       0.00000      0.295807      0.107870      0.107971      0.799662E-01   0.00000       0.00000       0.00000    
  0.831745E-03  -.496328      0.109834      0.191281      0.109834      0.191281       0.00000       0.00000      0.301114      0.109834      0.109943      0.813378E-01   0.00000       0.00000       0.00000    
  0.911989E-03  -.517558      0.111826      0.194668      0.111826      0.194668       0.00000       0.00000      0.306493      0.111826      0.111943      0.827243E-01   0.00000       0.00000       0.00000    
  0.999975E-03  -.538751      0.113835      0.198082      0.113835      0.198082       0.00000       0.00000      0.311917      0.113835      0.113962      0.841200E-01   0.00000       0.00000       0.00000    
  0.109645E-02  -.559807      0.115886      0.201560      0.115886      0.201560       0.00000       0.00000      0.317446      0.115886      0.116023      0.855376E-01   0.00000       0.00000       0.00000    
  0.120223E-02  -.580763      0.117957      0.205071      0.117957      0.205071       0.00000       0.00000      0.323028      0.117957      0.118105      0.869660E-01   0.00000       0.00000       0.00000    
  0.131822E-02  -.601603      0.120053      0.208619      0.120053      0.208619       0.00000       0.00000      0.328672      0.120053      0.120212      0.884073E-01   0.00000       0.00000       0.00000    
  0.144540E-02  -.622193      0.122189      0.212229      0.122189      0.212229       0.00000       0.00000      0.334417      0.122189      0.122359      0.898693E-01   0.00000       0.00000       0.00000    
  0.158485E-02  -.642646      0.124344      0.215867      0.124344      0.215867       0.00000       0.00000      0.340211      0.124344      0.124526      0.913411E-01   0.00000       0.00000       0.00000    
  0.173775E-02  -.662829      0.126534      0.219560      0.126534      0.219560       0.00000       0.00000      0.346094      0.126534      0.126729      0.928310E-01   0.00000       0.00000       0.00000    
  0.190540E-02  -.682714      0.128757      0.223304      0.128757      0.223304       0.00000       0.00000      0.352060      0.128757      0.128966      0.943377E-01   0.00000       0.00000       0.00000    
  0.208923E-02  -.702412      0.130999      0.227078      0.130999      0.227078       0.00000       0.00000      0.358077      0.130999      0.131223      0.958547E-01   0.00000       0.00000       0.00000    
  0.229079E-02  -.721618      0.133290      0.230924      0.133290      0.230924       0.00000       0.00000      0.364213      0.133290      0.133528      0.973958E-01   0.00000       0.00000       0.00000    
  0.251180E-02  -.740531      0.135605      0.234808      0.135605      0.234808       0.00000       0.00000      0.370412      0.135605      0.135858      0.989495E-01   0.00000       0.00000       0.00000    
  0.275413E-02  -.759119      0.137948      0.238734      0.137948      0.238734       0.00000       0.00000      0.376682      0.137948      0.138217      0.100517       0.00000       0.00000       0.00000    
  0.301984E-02  -.777087      0.140339      0.242733      0.140339      0.242733       0.00000       0.00000      0.383072      0.140339      0.140623      0.102109       0.00000       0.00000       0.00000    
  0.331118E-02  -.794744      0.142753      0.246766      0.142753      0.246766       0.00000       0.00000      0.389518      0.142753      0.143053      0.103712       0.00000       0.00000       0.00000    
  0.363064E-02  -.811824      0.145208      0.250860      0.145208      0.250860       0.00000       0.00000      0.396068      0.145208      0.145524      0.105336       0.00000       0.00000       0.00000    
  0.398091E-02  -.828294      0.147703      0.255015      0.147703      0.255015       0.00000       0.00000      0.402719      0.147703      0.148035      0.106980       0.00000       0.00000       0.00000    
  0.436498E-02  -.844395      0.150223      0.259206      0.150223      0.259206       0.00000       0.00000      0.409430      0.150223      0.150570      0.108636       0.00000       0.00000       0.00000    
  0.478610E-02  -.859588      0.152801      0.263481      0.152801      0.263481       0.00000       0.00000      0.416282      0.152801      0.153161      0.110320       0.00000       0.00000       0.00000    
  0.524785E-02  -.874248      0.155410      0.267802      0.155410      0.267802       0.00000       0.00000      0.423212      0.155410      0.155783      0.112020       0.00000       0.00000       0.00000    
  0.575415E-02  -.888350      0.158052      0.272172      0.158052      0.272172       0.00000       0.00000      0.430225      0.158052      0.158437      0.113736       0.00000       0.00000       0.00000    
  0.630929E-02  -.901389      0.160756      0.276630      0.160756      0.276630       0.00000       0.00000      0.437386      0.160756      0.161149      0.115481       0.00000       0.00000       0.00000    
  0.691799E-02  -.913919      0.163489      0.281128      0.163489      0.281128       0.00000       0.00000      0.444617      0.163489      0.163888      0.117240       0.00000       0.00000       0.00000    
  0.758542E-02  -.925536      0.166274      0.285697      0.166274      0.285697       0.00000       0.00000      0.451971      0.166274      0.166674      0.119023       0.00000       0.00000       0.00000    
  0.831724E-02  -.936181      0.169112      0.290340      0.169112      0.290340       0.00000       0.00000      0.459452      0.169112      0.169509      0.120831       0.00000       0.00000       0.00000    
  0.911966E-02  -.946289      0.171990      0.295041      0.171990      0.295041       0.00000       0.00000      0.467031      0.171990      0.172380      0.122661       0.00000       0.00000       0.00000    
  0.999950E-02  -.955361      0.175011      0.299993      0.175011      0.299993       0.00000       0.00000      0.475003      0.175011      0.175393      0.124600       0.00000       0.00000       0.00000    
  0.109642E-01  -.963761      0.178026      0.304902      0.178026      0.304902       0.00000       0.00000      0.482928      0.178026      0.178390      0.126512       0.00000       0.00000       0.00000    
  0.120220E-01  -.970922      0.181067      0.309810      0.181067      0.309810       0.00000       0.00000      0.490877      0.181067      0.181399      0.128411       0.00000       0.00000       0.00000    
  0.131819E-01  -.976986      0.184169      0.314791      0.184169      0.314791       0.00000       0.00000      0.498959      0.184169      0.184455      0.130336       0.00000       0.00000       0.00000    
  0.144536E-01  -.981924      0.187333      0.319843      0.187333      0.319843       0.00000       0.00000      0.507175      0.187333      0.187558      0.132284       0.00000       0.00000       0.00000    
  0.158481E-01  -.985783      0.190557      0.324961      0.190557      0.324961       0.00000       0.00000      0.515518      0.190557      0.190705      0.134256       0.00000       0.00000       0.00000    
  0.173770E-01  -.988532      0.193844      0.330146      0.193844      0.330146       0.00000       0.00000      0.523991      0.193844      0.193896      0.136251       0.00000       0.00000       0.00000    
  0.190535E-01  -.990026      0.197204      0.335403      0.197204      0.335403       0.00000       0.00000      0.532607      0.197204      0.197133      0.138270       0.00000       0.00000       0.00000    
  0.208917E-01  -.990259      0.200638      0.340727      0.200638      0.340727       0.00000       0.00000      0.541365      0.200638      0.200415      0.140313       0.00000       0.00000       0.00000    
  0.229073E-01  -.989286      0.204144      0.346114      0.204144      0.346114       0.00000       0.00000      0.550257      0.204144      0.203737      0.142377       0.00000       0.00000       0.00000    
  0.251174E-01  -.987081      0.207726      0.351559      0.207726      0.351559       0.00000       0.00000      0.559285      0.207726      0.207098      0.144461       0.00000       0.00000       0.00000    
  0.275406E-01  -.983489      0.211396      0.357064      0.211396      0.357064       0.00000       0.00000      0.568460      0.211396      0.210498      0.146566       0.00000       0.00000       0.00000    
  0.301976E-01  -.978531      0.215156      0.362623      0.215156      0.362623       0.00000       0.00000      0.577779      0.215156      0.213934      0.148689       0.00000       0.00000       0.00000    
  0.331110E-01  -.972269      0.219004      0.368225      0.219004      0.368225       0.00000       0.00000      0.587229      0.219004      0.217399      0.150826       0.00000       0.00000       0.00000    
  0.363055E-01  -.964687      0.222946      0.373863      0.222946      0.373863       0.00000       0.00000      0.596809      0.222946      0.220888      0.152975       0.00000       0.00000       0.00000    
  0.398081E-01  -.955624      0.226996      0.379531      0.226996      0.379531       0.00000       0.00000      0.606527      0.226996      0.224398      0.155133       0.00000       0.00000       0.00000    
  0.436487E-01  -.945135      0.231157      0.385215      0.231157      0.385215       0.00000       0.00000      0.616372      0.231157      0.227919      0.157295       0.00000       0.00000       0.00000    
  0.478598E-01  -.933291      0.235428      0.390899      0.235428      0.390899       0.00000       0.00000      0.626327      0.235428      0.231444      0.159455       0.00000       0.00000       0.00000    
  0.524772E-01  -.920088      0.239815      0.396570      0.239815      0.396570       0.00000       0.00000      0.636385      0.239815      0.234962      0.161608       0.00000       0.00000       0.00000    
  0.575400E-01  -.905369      0.244340      0.402201      0.244340      0.402201       0.00000       0.00000      0.646542      0.244340      0.238459      0.163743       0.00000       0.00000       0.00000    
  0.630913E-01  -.889227      0.249004      0.407772      0.249004      0.407772       0.00000       0.00000      0.656775      0.249004      0.241920      0.165852       0.00000       0.00000       0.00000    
  0.691782E-01  -.871741      0.253807      0.413257      0.253807      0.413257       0.00000       0.00000      0.667063      0.253807      0.245331      0.167925       0.00000       0.00000       0.00000    
  0.758523E-01  -.852926      0.258758      0.418626      0.258758      0.418626       0.00000       0.00000      0.677385      0.258758      0.248675      0.169952       0.00000       0.00000       0.00000    
  0.831703E-01  -.832643      0.263888      0.423824      0.263888      0.423824       0.00000       0.00000      0.687711      0.263888      0.251915      0.171908       0.00000       0.00000       0.00000    
  0.911943E-01  -.811021      0.269195      0.428813      0.269195      0.428813       0.00000       0.00000      0.698008      0.269195      0.255031      0.173782       0.00000       0.00000       0.00000    
  0.999925E-01  -.790365      0.274663      0.433646      0.274663      0.433646       0.00000       0.00000      0.708309      0.274663      0.258042      0.175604       0.00000       0.00000       0.00000    
  0.109639      -.767387      0.280323      0.438124      0.280323      0.438124       0.00000       0.00000      0.718448      0.280323      0.260847      0.177278       0.00000       0.00000       0.00000    
  0.120217      -.742132      0.286223      0.442146      0.286223      0.442146       0.00000       0.00000      0.728369      0.286223      0.263382      0.178765       0.00000       0.00000       0.00000    
  0.131815      -.715741      0.292351      0.445708      0.292351      0.445708       0.00000       0.00000      0.738060      0.292351      0.265640      0.180068       0.00000       0.00000       0.00000    
  0.144533      -.688225      0.298740      0.448694      0.298740      0.448694       0.00000       0.00000      0.747434      0.298740      0.267551      0.181143       0.00000       0.00000       0.00000    
  0.158477      -.659703      0.305398      0.451026      0.305398      0.451026       0.00000       0.00000      0.756424      0.305398      0.269069      0.181957       0.00000       0.00000       0.00000    
  0.173766      -.630206      0.312366      0.452547      0.312366      0.452547       0.00000       0.00000      0.764913      0.312366      0.270098      0.182449       0.00000       0.00000       0.00000    
  0.190530      -.599864      0.319658      0.453160      0.319658      0.453160       0.00000       0.00000      0.772818      0.319658      0.270580      0.182581       0.00000       0.00000       0.00000    
  0.208912      -.568731      0.327327      0.452656      0.327327      0.452656       0.00000       0.00000      0.779983      0.327327      0.270388      0.182267       0.00000       0.00000       0.00000    
  0.229067      -.536947      0.335394      0.450915      0.335394      0.450915       0.00000       0.00000      0.786310      0.335394      0.269452      0.181463       0.00000       0.00000       0.00000    
  0.251167      -.504591      0.343935      0.447660      0.343935      0.447660       0.00000       0.00000      0.791595      0.343935      0.267604      0.180056       0.00000       0.00000       0.00000    
  0.275399      -.471810      0.352985      0.442747      0.352985      0.442747       0.00000       0.00000      0.795732      0.352985      0.264758      0.177989       0.00000       0.00000       0.00000    
  0.301969      -.438710      0.362656      0.435810      0.362656      0.435810       0.00000       0.00000      0.798466      0.362656      0.260693      0.175117       0.00000       0.00000       0.00000    
  0.331102      -.405440      0.373012      0.426681      0.373012      0.426681       0.00000       0.00000      0.799693      0.373012      0.255309      0.171372       0.00000       0.00000       0.00000    
  0.363046      -.372137      0.384235      0.414885      0.384235      0.414885       0.00000       0.00000      0.799120      0.384235      0.248320      0.166565       0.00000       0.00000       0.00000    
  0.398071      -.338947      0.396449      0.400229      0.396449      0.400229       0.00000       0.00000      0.796678      0.396449      0.239610      0.160619       0.00000       0.00000       0.00000    
  0.436476      -.308187      0.409413      0.382169      0.409413      0.382169       0.00000       0.00000      0.791581      0.409413      0.228847      0.153322       0.00000       0.00000       0.00000    
  0.478586      -.275685      0.424429      0.360302      0.424429      0.360302       0.00000       0.00000      0.784731      0.424429      0.215801      0.144501       0.00000       0.00000       0.00000    
  0.524759      -.243751      0.441602      0.334155      0.441602      0.334155       0.00000       0.00000      0.775758      0.441602      0.200181      0.133974       0.00000       0.00000       0.00000    
  0.575386      -.212520      0.461797      0.303218      0.461797      0.303218       0.00000       0.00000      0.765015      0.461797      0.181683      0.121536       0.00000       0.00000       0.00000    
  0.630897      -.182097      0.486485      0.266965      0.486485      0.266965       0.00000       0.00000      0.753450      0.486485      0.159988      0.106977       0.00000       0.00000       0.00000    
  0.691764      -.152511      0.518406      0.224887      0.518406      0.224887       0.00000       0.00000      0.743292      0.518406      0.134794      0.900932E-01   0.00000       0.00000       0.00000    
  0.758504      -.124667      0.561322      0.176566      0.561322      0.176566       0.00000       0.00000      0.737888      0.561322      0.105845      0.707205E-01   0.00000       0.00000       0.00000    
  0.831682      -.957741E-01  0.632616      0.121818      0.632616      0.121818       0.00000       0.00000      0.754434      0.632616      0.730365E-01  0.487814E-01   0.00000       0.00000       0.00000    
