   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -18.1171      0.534242       1.03603      0.534242       1.03603       0.00000       0.00000       1.57028      0.534242      0.534244      0.501791       0.00000       0.00000       0.00000    
  0.109648E-03  -17.8351      0.523478       1.01461      0.523478       1.01461       0.00000       0.00000       1.53809      0.523478      0.523479      0.491130       0.00000       0.00000       0.00000    
  0.120226E-03  -17.5753      0.513183      0.994123      0.513183      0.994123       0.00000       0.00000       1.50731      0.513183      0.513185      0.480938       0.00000       0.00000       0.00000    
  0.131825E-03  -17.3241      0.503069      0.973998      0.503069      0.973998       0.00000       0.00000       1.47707      0.503069      0.503071      0.470927       0.00000       0.00000       0.00000    
  0.144543E-03  -17.0852      0.493212      0.954389      0.493212      0.954389       0.00000       0.00000       1.44760      0.493212      0.493215      0.461174       0.00000       0.00000       0.00000    
  0.158489E-03  -16.8624      0.483685      0.935437      0.483685      0.935437       0.00000       0.00000       1.41912      0.483685      0.483688      0.451749       0.00000       0.00000       0.00000    
  0.173779E-03  -16.6472      0.474314      0.916797      0.474314      0.916797       0.00000       0.00000       1.39111      0.474314      0.474317      0.442480       0.00000       0.00000       0.00000    
  0.190545E-03  -16.4463      0.465232      0.898736      0.465232      0.898736       0.00000       0.00000       1.36397      0.465232      0.465235      0.433500       0.00000       0.00000       0.00000    
  0.208928E-03  -16.2560      0.456360      0.881093      0.456360      0.881093       0.00000       0.00000       1.33745      0.456360      0.456364      0.424730       0.00000       0.00000       0.00000    
  0.229085E-03  -16.0725      0.447623      0.863722      0.447623      0.863722       0.00000       0.00000       1.31134      0.447623      0.447627      0.416094       0.00000       0.00000       0.00000    
  0.251186E-03  -15.9044      0.439185      0.846947      0.439185      0.846947       0.00000       0.00000       1.28613      0.439185      0.439190      0.407757       0.00000       0.00000       0.00000    
  0.275420E-03  -15.7424      0.430864      0.830406      0.430864      0.830406       0.00000       0.00000       1.26127      0.430864      0.430869      0.399537       0.00000       0.00000       0.00000    
  0.301992E-03  -15.5886      0.422700      0.814180      0.422700      0.814180       0.00000       0.00000       1.23688      0.422700      0.422706      0.391474       0.00000       0.00000       0.00000    
  0.331127E-03  -15.4458      0.414739      0.798358      0.414739      0.798358       0.00000       0.00000       1.21310      0.414739      0.414745      0.383613       0.00000       0.00000       0.00000    
  0.363073E-03  -15.3081      0.406870      0.782719      0.406870      0.782719       0.00000       0.00000       1.18959      0.406870      0.406876      0.375843       0.00000       0.00000       0.00000    
  0.398101E-03  -15.1794      0.399164      0.767409      0.399164      0.767409       0.00000       0.00000       1.16657      0.399164      0.399172      0.368237       0.00000       0.00000       0.00000    
  0.436509E-03  -15.0576      0.391576      0.752333      0.391576      0.752333       0.00000       0.00000       1.14391      0.391576      0.391584      0.360748       0.00000       0.00000       0.00000    
  0.478622E-03  -14.9399      0.384062      0.737404      0.384062      0.737404       0.00000       0.00000       1.12147      0.384062      0.384071      0.353333       0.00000       0.00000       0.00000    
  0.524798E-03  -14.8313      0.376697      0.722774      0.376697      0.722774       0.00000       0.00000       1.09947      0.376697      0.376707      0.346067       0.00000       0.00000       0.00000    
  0.575429E-03  -14.7263      0.369389      0.708257      0.369389      0.708257       0.00000       0.00000       1.07765      0.369389      0.369400      0.338857       0.00000       0.00000       0.00000    
  0.630945E-03  -14.6258      0.362152      0.693882      0.362152      0.693882       0.00000       0.00000       1.05603      0.362152      0.362164      0.331718       0.00000       0.00000       0.00000    
  0.691816E-03  -14.5311      0.354999      0.679676      0.354999      0.679676       0.00000       0.00000       1.03468      0.354999      0.355012      0.324664       0.00000       0.00000       0.00000    
  0.758561E-03  -14.4389      0.347880      0.665537      0.347880      0.665537       0.00000       0.00000       1.01342      0.347880      0.347895      0.317642       0.00000       0.00000       0.00000    
  0.831745E-03  -14.3508      0.340815      0.651507      0.340815      0.651507       0.00000       0.00000      0.992322      0.340815      0.340832      0.310675       0.00000       0.00000       0.00000    
  0.911989E-03  -14.2655      0.333781      0.637537      0.333781      0.637537       0.00000       0.00000      0.971318      0.333781      0.333799      0.303738       0.00000       0.00000       0.00000    
  0.999975E-03  -14.1819      0.326763      0.623601      0.326763      0.623601       0.00000       0.00000      0.950364      0.326763      0.326783      0.296818       0.00000       0.00000       0.00000    
  0.109645E-02  -14.1010      0.319764      0.609702      0.319764      0.609702       0.00000       0.00000      0.929467      0.319764      0.319786      0.289916       0.00000       0.00000       0.00000    
  0.120223E-02  -14.0208      0.312763      0.595798      0.312763      0.595798       0.00000       0.00000      0.908561      0.312763      0.312787      0.283011       0.00000       0.00000       0.00000    
  0.131822E-02  -13.9414      0.305758      0.581888      0.305758      0.581888       0.00000       0.00000      0.887646      0.305758      0.305785      0.276103       0.00000       0.00000       0.00000    
  0.144540E-02  -13.8622      0.298727      0.567925      0.298727      0.567925       0.00000       0.00000      0.866653      0.298727      0.298757      0.269168       0.00000       0.00000       0.00000    
  0.158485E-02  -13.7827      0.291677      0.553925      0.291677      0.553925       0.00000       0.00000      0.845603      0.291677      0.291710      0.262215       0.00000       0.00000       0.00000    
  0.173775E-02  -13.7023      0.284587      0.539845      0.284587      0.539845       0.00000       0.00000      0.824432      0.284587      0.284623      0.255221       0.00000       0.00000       0.00000    
  0.190540E-02  -13.6201      0.277445      0.525660      0.277445      0.525660       0.00000       0.00000      0.803106      0.277445      0.277485      0.248175       0.00000       0.00000       0.00000    
  0.208923E-02  -13.5367      0.270270      0.511410      0.270270      0.511410       0.00000       0.00000      0.781680      0.270270      0.270314      0.241096       0.00000       0.00000       0.00000    
  0.229079E-02  -13.4493      0.263002      0.496974      0.263002      0.496974       0.00000       0.00000      0.759976      0.263002      0.263050      0.233924       0.00000       0.00000       0.00000    
  0.251180E-02  -13.3593      0.255676      0.482424      0.255676      0.482424       0.00000       0.00000      0.738101      0.255676      0.255730      0.226694       0.00000       0.00000       0.00000    
  0.275413E-02  -13.2662      0.248287      0.467747      0.248287      0.467747       0.00000       0.00000      0.716034      0.248287      0.248346      0.219401       0.00000       0.00000       0.00000    
  0.301984E-02  -13.1667      0.240774      0.452824      0.240774      0.452824       0.00000       0.00000      0.693598      0.240774      0.240839      0.211984       0.00000       0.00000       0.00000    
  0.331118E-02  -13.0639      0.233200      0.437777      0.233200      0.437777       0.00000       0.00000      0.670977      0.233200      0.233272      0.204506       0.00000       0.00000       0.00000    
  0.363064E-02  -12.9545      0.225511      0.422503      0.225511      0.422503       0.00000       0.00000      0.648014      0.225511      0.225590      0.196913       0.00000       0.00000       0.00000    
  0.398091E-02  -12.8379      0.217702      0.406991      0.217702      0.406991       0.00000       0.00000      0.624694      0.217702      0.217790      0.189201       0.00000       0.00000       0.00000    
  0.436498E-02  -12.7169      0.209823      0.391337      0.209823      0.391337       0.00000       0.00000      0.601160      0.209823      0.209919      0.181418       0.00000       0.00000       0.00000    
  0.478610E-02  -12.5846      0.201770      0.375339      0.201770      0.375339       0.00000       0.00000      0.577110      0.201770      0.201877      0.173463       0.00000       0.00000       0.00000    
  0.524785E-02  -12.4454      0.193620      0.359148      0.193620      0.359148       0.00000       0.00000      0.552768      0.193620      0.193738      0.165410       0.00000       0.00000       0.00000    
  0.575415E-02  -12.2990      0.185368      0.342752      0.185368      0.342752       0.00000       0.00000      0.528120      0.185368      0.185497      0.157255       0.00000       0.00000       0.00000    
  0.630929E-02  -12.1383      0.176929      0.325988      0.176929      0.325988       0.00000       0.00000      0.502917      0.176929      0.177073      0.148915       0.00000       0.00000       0.00000    
  0.691799E-02  -11.9707      0.168406      0.309054      0.168406      0.309054       0.00000       0.00000      0.477460      0.168406      0.168564      0.140490       0.00000       0.00000       0.00000    
  0.758542E-02  -11.7905      0.159732      0.291822      0.159732      0.291822       0.00000       0.00000      0.451553      0.159732      0.159907      0.131915       0.00000       0.00000       0.00000    
  0.831724E-02  -11.5966      0.150908      0.274293      0.150908      0.274293       0.00000       0.00000      0.425201      0.150908      0.151101      0.123192       0.00000       0.00000       0.00000    
  0.911966E-02  -11.3956      0.142020      0.256636      0.142020      0.256636       0.00000       0.00000      0.398656      0.142020      0.142232      0.114404       0.00000       0.00000       0.00000    
  0.999950E-02  -11.1847      0.133132      0.238977      0.133132      0.238977       0.00000       0.00000      0.372109      0.133132      0.133362      0.105615       0.00000       0.00000       0.00000    
  0.109642E-01  -10.9599      0.124061      0.220957      0.124061      0.220957       0.00000       0.00000      0.345018      0.124061      0.124312      0.966451E-01   0.00000       0.00000       0.00000    
  0.120220E-01  -10.7127      0.114740      0.202444      0.114740      0.202444       0.00000       0.00000      0.317184      0.114740      0.115017      0.874276E-01   0.00000       0.00000       0.00000    
  0.131819E-01  -10.4488      0.105294      0.183686      0.105294      0.183686       0.00000       0.00000      0.288980      0.105294      0.105600      0.780865E-01   0.00000       0.00000       0.00000    
  0.144536E-01  -10.1677      0.957316E-01  0.164701      0.957316E-01  0.164701       0.00000       0.00000      0.260432      0.957316E-01  0.960696E-01  0.686312E-01   0.00000       0.00000       0.00000    
  0.158481E-01  -9.86971      0.860707E-01  0.145523      0.860707E-01  0.145523       0.00000       0.00000      0.231593      0.860707E-01  0.864440E-01  0.590786E-01   0.00000       0.00000       0.00000    
  0.173770E-01  -9.55428      0.763202E-01  0.126171      0.763202E-01  0.126171       0.00000       0.00000      0.202491      0.763202E-01  0.767324E-01  0.494384E-01   0.00000       0.00000       0.00000    
  0.190535E-01  -9.21888      0.664846E-01  0.106655      0.664846E-01  0.106655       0.00000       0.00000      0.173140      0.664846E-01  0.669401E-01  0.397154E-01   0.00000       0.00000       0.00000    
  0.208917E-01  -8.86317      0.565812E-01  0.870118E-01  0.565812E-01  0.870118E-01   0.00000       0.00000      0.143593      0.565812E-01  0.570847E-01  0.299272E-01   0.00000       0.00000       0.00000    
  0.229073E-01  -8.48781      0.466302E-01  0.672805E-01  0.466302E-01  0.672805E-01   0.00000       0.00000      0.113911      0.466302E-01  0.471865E-01  0.200939E-01   0.00000       0.00000       0.00000    
  0.251174E-01  -8.09218      0.366478E-01  0.474948E-01  0.366478E-01  0.474948E-01   0.00000       0.00000      0.841426E-01  0.366478E-01  0.372625E-01  0.102324E-01   0.00000       0.00000       0.00000    
